image_path,labels
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0221_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0225_2.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0228_1.jpg,[73]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0238_1.jpg,[171]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0240_1.jpg,"[152, 166, 167, 168, 171, 172]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0243_1.jpg,"[106, 125, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0245_1.jpg,[155]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0247_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0251_1.jpg,[86]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0252_1.jpg,"[119, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0254_2.jpg,"[99, 111, 125]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0255_1.jpg,"[233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0259_2.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0261_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0265_1.jpg,"[94, 117, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0271_1.jpg,"[120, 122, 125, 197]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0274_2.jpg,[125]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0276_1.jpg,"[85, 99, 125, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0277_1.jpg,[75]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0281_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0283_1.jpg,"[139, 165, 173, 182]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0287_1.jpg,"[98, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0289_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0292_1.jpg,"[75, 99, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0293_1.jpg,"[98, 106, 119, 135]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0296_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0297_1.jpg,"[98, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0299_1.jpg,[73]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0303_1.jpg,"[98, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0306_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0308_1.jpg,"[73, 85, 119, 120]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0309_1.jpg,"[75, 99, 102, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0315_1.jpg,"[73, 98, 106, 117, 166, 169, 173, 174]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0316_1.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0318_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0319_1.jpg,"[99, 105, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0322_1.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0323_1.jpg,"[166, 224]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0324_1.jpg,"[117, 118, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0325_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0328_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0331_1.jpg,"[118, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0332_1.jpg,"[117, 118, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0332_2.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0333_1.jpg,"[84, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0334_1.jpg,[236]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0335_1.jpg,"[98, 99, 117, 236, 237]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0344_1.jpg,"[85, 120]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0346_1.jpg,"[85, 120]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0347_1.jpg,"[150, 157, 165, 166, 168]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0349_1.jpg,"[74, 197]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0353_1.jpg,"[85, 119, 120]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0358_1.jpg,"[234, 256]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0362_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0363_1.jpg,"[233, 236]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0364_1.jpg,"[170, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0365_1.jpg,"[71, 74, 198]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0366_1.jpg,"[170, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0367_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0377_1.jpg,"[85, 119, 120]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0382_1.jpg,"[73, 74, 125, 170, 192, 197, 203]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0383_1.jpg,"[74, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0388_1.jpg,[215]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0389_1.jpg,"[170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0393_1.jpg,"[117, 124, 226, 249]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0396_1.jpg,"[166, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0396_2.jpg,"[73, 112]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0398_1.jpg,"[73, 74]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0400_1.jpg,"[71, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0401_1.jpg,"[73, 74]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0402_2.jpg,"[128, 157]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0403_1.jpg,"[171, 223, 224]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0404_1.jpg,"[75, 99, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0409_1.jpg,"[127, 128, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0410_1.jpg,[171]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0412_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0414_1.jpg,"[124, 125]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0417_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0417_2.jpg,"[105, 167, 182]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0418_1.jpg,"[75, 100, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0421_1.jpg,"[73, 117, 119, 171, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0423_1.jpg,"[112, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0424_1.jpg,[252]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0426_1.jpg,"[99, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0432_1.jpg,"[73, 165, 166, 170, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0435_1.jpg,"[99, 105, 128, 226, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0436_1.jpg,"[73, 94, 99, 166]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0440_1.jpg,"[170, 252, 253]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0442_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0443_1.jpg,"[74, 124, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0445_1.jpg,[173]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0447_1.jpg,"[76, 149]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0448_1.jpg,"[171, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0451_1.jpg,"[125, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0456_1.jpg,"[84, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0457_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0457_2.jpg,"[71, 98, 99, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0459_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0465_1.jpg,"[73, 117, 118, 124, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0468_1.jpg,"[58, 127, 167, 169, 214, 215]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0469_1.jpg,[218]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0472_1.jpg,[88]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0473_1.jpg,[88]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0478_1.jpg,"[125, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0479_1.jpg,"[122, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0481_1.jpg,"[74, 124, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0485_1.jpg,"[73, 74]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0491_1.jpg,"[117, 122]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0494_1.jpg,"[72, 236, 259]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0501_1.jpg,"[124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0507_1.jpg,"[128, 170]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0515_1.jpg,[75]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0520_1.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0521_1.jpg,"[117, 122]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0524_1.jpg,"[73, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0526_1.jpg,"[155, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0526_2.jpg,"[233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0527_1.jpg,[171]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0528_1.jpg,"[170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0529_1.jpg,"[118, 135]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0534_1.jpg,[73]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0538_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0540_1.jpg,[73]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0546_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0548_1.jpg,"[72, 136]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0552_3.jpg,[214]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0555_1.jpg,"[119, 123, 237]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0558_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0560_1.jpg,"[84, 94, 139]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0562_1.jpg,"[118, 170, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0565_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0566_1.jpg,"[84, 90]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0567_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0568_1.jpg,"[102, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0570_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0571_1.jpg,"[98, 99, 100, 117, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0572_1.jpg,"[73, 112, 120]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0572_2.jpg,"[171, 241]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0574_2.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0577_1.jpg,[173]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0578_1.jpg,"[167, 241]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0578_2.jpg,"[73, 112]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0580_1.jpg,[166]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0584_1.jpg,[173]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0586_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0588_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0592_1.jpg,"[124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0602_1.jpg,"[102, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0603_1.jpg,[173]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0606_1.jpg,"[99, 118, 127, 129]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0607_1.jpg,"[170, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0608_1.jpg,"[118, 170, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0610_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0612_1.jpg,"[124, 236]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0614_1.jpg,"[167, 214]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0615_2.jpg,"[117, 124]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0617_1.jpg,[214]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0621_1.jpg,"[102, 125, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0622_1.jpg,"[128, 166]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0624_1.jpg,[218]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0629_1.jpg,"[117, 124, 236, 239]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0630_1.jpg,"[124, 236, 237]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0632_1.jpg,[75]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0633_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0634_1.jpg,[119]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0638_1.jpg,"[71, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0639_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0640_1.jpg,"[125, 127, 214]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0641_1.jpg,"[151, 173, 233]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0642_1.jpg,[173]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0647_1.jpg,"[118, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0653_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0663_2.jpg,"[125, 128, 236, 239]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0664_1.jpg,"[189, 226]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0666_1.jpg,[170]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0667_1.jpg,"[72, 166]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0669_1.jpg,"[128, 214]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0669_2.jpg,"[124, 236]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0670_1.jpg,"[129, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0671_1.jpg,"[125, 127]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0684_2.jpg,"[121, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0685_1.jpg,"[128, 239]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0691_1.jpg,"[117, 236, 237]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0694_1.jpg,"[75, 167, 214]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0695_2.jpg,[77]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0696_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0704_1.jpg,"[117, 124]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0707_1.jpg,[119]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0708_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0709_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0710_1.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0714_1.jpg,"[99, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0718_1.jpg,"[165, 168, 214]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0719_1.jpg,[218]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0721_1.jpg,"[125, 135]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0722_1.jpg,"[72, 90, 94]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0723_1.jpg,"[72, 241]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0726_1.jpg,"[127, 214, 238]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0727_1.jpg,[173]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0730_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0731_1.jpg,"[165, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0734_1.jpg,"[72, 122, 173, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0735_1.jpg,[84]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0736_1.jpg,"[124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0738_2.jpg,"[233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0739_1.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0740_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0741_1.jpg,[138]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0742_1.jpg,[171]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0743_1.jpg,"[119, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0744_1.jpg,[119]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0745_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0748_1.jpg,"[117, 157, 188]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0751_1.jpg,"[117, 237]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0755_1.jpg,"[233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0757_1.jpg,"[117, 122, 131, 166, 226, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0763_1.jpg,"[118, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0764_1.jpg,[121]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0769_1.jpg,[216]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0770_1.jpg,"[117, 128, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0772_2.jpg,"[150, 155, 167, 168, 172, 224]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0772_3.jpg,"[73, 119, 171, 239]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0775_1.jpg,"[99, 173]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0777_1.jpg,[237]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0778_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0779_1.jpg,"[128, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0780_1.jpg,"[73, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0782_1.jpg,"[150, 166, 197, 222]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0783_1.jpg,"[150, 166, 197]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0784_1.jpg,[239]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0785_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0789_1.jpg,[118]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0791_2.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0792_1.jpg,[204]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0795_2.jpg,"[99, 237]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0803_1.jpg,[165]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0804_1.jpg,[166]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0805_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0812_1.jpg,"[84, 94, 179, 226, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0813_1.jpg,"[102, 128]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0815_1.jpg,[]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0816_1.jpg,"[117, 118]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0821_1.jpg,[234]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0823_1.jpg,[75]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0824_1.jpg,[128]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0825_1.jpg,[118]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0827_1.jpg,"[111, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0828_1.jpg,"[118, 124, 170, 171]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0831_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0833_1.jpg,"[72, 105, 166, 182]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0835_1.jpg,"[74, 124, 197, 198, 233, 234]"
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0836_1.jpg,[72]
/home/piai/바탕화면/NEW_DATA_형섭/crime_data_29390/5200-09-0839_1.jpg,[234]
